lesson	page	czech	english
20	167	kalorie [f]	calory
20	167	nadváha [f]	overweight
20	167	nejen	not only
20	167	obezita [f]	obesity
20	167	obézní	obese
20	167	obyvatel, obyvatelka [ma]	inhabitant
20	167	paradox [mi]	paradox, irony
20	167	plnoštíhlý	plump
20	167	polovina [f]	half
20	167	pomeranč [mi]	orange
20	167	procento [n]	percentage
20	167	průměrný	average
20	167	přípravek [mi]	preparation
20	167	psychický	mental
20	167	radikální	radical
20	167	řešení [n]	solution
20	167	spotřeba [f]	consumption
20	167	statistika [f]	statistics
20	167	takzvaný	so-called
20	167	tloustnout*, tloustnu	bread of life
20	167	trapas [mi]	faux pas
20	167	trvalý	permanent
20	167	třicetiletý	thirty years old
20	167	tučný	1. fatty, greasy 2. bold
20	167	tuk [mi]	fat, grease
20	167	utratit pf.	spend
20	167	vepřoknedlozelo coll. [n]	pork-dumpling-cabbage
20	167	vliv [mi]	influence
20	167	výjimka [f]	exception
20	167	vykouřit pf.	smoke
20	167	zázračný	miraculous
20	167	zažívat	experience
20	167	zkonzumovat pf.	consume
20	167	změna [f]	change
20	167	zůstávat	stay, remain
21	169	had [ma]	snake
21	169	chlupatý	hairy
21	169	králíček dimin. [ma]	bunny
21	169	králík [ma]	rabbit
21	169	kravička dimin. [f]	cow
21	169	křeček [ma]	hamster
21	169	kůň [ma]	horse
21	169	morčátko dimin. [n]	guinea pig
21	169	morče [n]	guinea pig
21	169	opice [f]	monkey
21	169	opička dimin. [f]	monkey
21	169	papoušek [ma]	parrot
21	169	pavouček dimin. [ma]	spider
21	169	pavouk [ma]	spider
21	169	pejsek dimin. [ma]	dog
21	169	prasátko dimin. [n]	pig
21	169	prase [n]	pig
21	169	roztomilý	cute
21	169	rybička dimin. [f]	fish
21	169	zábavný	entertaining
21	169	zoo [f]	zoo
21	169	želva [f]	turtle
21	169	želvička dimin. [f]	turtle
21	170	hlídat	watch
21	170	honit	chase
21	170	kanár [ma]	canary
21	170	kanárský	Canary
21	170	Kréta [f]	Crete
21	170	manželství [n]	marriage
21	170	mávat	wave
21	170	nadšeně	enthusiasticallynapadnout*, napadne get an idea
21	170	nudit	boreodpočinout* si, odpočinu si pf.relax
21	170	pohlídat pf.	watch
21	170	povídka [f]	short story
21	170	stagnovat	stagnate
21	170	ušetřit pf.	save
21	170	zarazit se pf.	be taken aback
21	170	žrát*, žeru	eat (about animals)
21	171	nepořádek [mi]	mess
21	171	nuda [f]	boredom
21	171	pořídit si pf.	buy, get
21	171	smrdět	stink
21	172	biologie [f]	biology
21	172	granule [f]	granules
21	172	jedovatý	poisonous
21	172	mazlíček [ma]	pet
21	172	panelák [mi]	prefab house
21	172	prostor [mi]	space
21	172	provokovat	provoke
21	172	pták [ma]	bird
21	172	sen [mi]	dream
21	172	terárium [n]	terrarium
21	173	dopravní	transport
21	173	důchodce, důchodkyně [ma]	pensioner
21	173	hodnotit	evaluate, rate
21	173	chovatel, chovatelka [ma]	breeder
21	173	nacházet se	be located
21	173	odkázat*, odkážu pf.	bequeath
21	173	otevírací	opening
21	173	povodeň [f]	flood
21	173	rozsáhlý	extensive
21	173	snížený	reduced
21	173	sponzor, sponzorka [ma]	sponsor
21	173	stánek [mi]	stand
21	173	trh [mi]	market
21	173	trojský	Trojan
21	173	vláček dimin. [mi]	(little) train
21	173	webový	web
21	173	zlikvidovat pf.	disposed of
21	173	zničit pf.	destroy
21	173	zoologický	zoological
21	174	adoptovat pf.+impf.	adopt
21	174	africký	African
21	174	areál [mi]	campus
21	174	atrakce [f]	attraction
21	174	celkem	total of
21	174	celkový	total
21	174	cestovatelský	traveler
21	174	evropský	European
21	174	gaviál [ma]	gavial
21	174	gorila [f]	gorilla
21	174	hodnocení [n]	evaluation
21	174	hroch [ma]	hippo
21	174	indonéský	Indonesian
21	174	konkrétní	specific
21	174	lanovka [f]	cable car
21	174	lev [ma]	lion
21	174	následovat	follow
21	174	panorama [n]	panorama
21	174	pavilon [mi]	pavilion
21	174	planeta [f]	planet
21	174	pověst [f]	reputation, legend
21	174	Převalský [ma]	Prevalski
21	174	publikovat	publish
21	174	ročně	per year
21	174	rozloha [f]	area
21	174	server [mi]	server
21	174	slon [ma]	elephant
21	174	současný	present
21	174	téměř	almost
21	174	údolí [n]	valley
21	174	úspěšně	successfully
21	174	vodní	water
21	174	vstupenka [f]	ticket
21	174	založit pf.	found
21	174	zvířecí	animal
21	175	Aljaška [f]	Alaska
21	175	australský	Australian
21	175	bú	moo
21	175	čtvrtina [f]	quarter
21	175	dokázat*, dokážu pf.	manage, prove
21	175	haf	woof
21	175	kodiak [ma]	kodiak
21	175	kohout [mi]	cock
21	175	kolibřík [ma]	hummingbird
21	175	koza [f]	goat
21	175	kykyryký	coco doodle doo
21	175	lov [mi]	hunting
21	175	Mauricius [mi]	Mauritius
21	175	medúza [f]	jellyfish
21	175	medvěd [ma]	bear
21	175	mlsný	fastidious
21	175	mňau	meow
21	175	porcelán [mi]	porcelain
21	175	prospat pf.	sleep
21	175	safari [n]	safari
21	175	sekunda [f]	second
21	175	spánek [mi]	sleep
21	175	suchozemský	terrestrial
21	175	svišť [ma]	marmot
21	175	špinavý	dirty
21	175	vyjmenovat pf.	name
21	175	zadní	rear
21	175	zimní	winter
22	177	agentura [f]	agency
22	177	během	during
22	177	benefit [mi]	benefit
22	177	částečný	partial, part-time
22	177	čistý plat	net salary
22	177	daň [f]	tax
22	177	hrubý plat	gross salary
22	177	jinde	elsewhere
22	177	lhůta [f]	time limit
22	177	nemocenský	sickness
22	177	normální	normal
22	177	plat [mi]	salary
22	177	plný	full, full-time
22	177	přesčas [mi]	overtime
22	177	rodičovská dovolená	parental leavepart-time job)
22	177	výpověď [f]	noticezaměstnavatel,
22	177	zaplacení [n]	payment
22	177	zkrácený	short, part-time
22	177	zkušební doba	trial period
22	178	adrenalinový	adrenalin
22	178	despoticky	despotic
22	178	dovolit pf.	allow
22	178	důvod [mi]	reason
22	178	externista, externistka [ma]	external worker
22	178	fixa [f]	marker
22	178	hledání [n]	search
22	178	inteligence [f]	intelligence
22	178	konfliktní	conflicting
22	178	korespondovat	correspond
22	178	motivace [f]	motivation
22	178	naděje [f]	hope
22	178	nanic	worth noting
22	178	noční	night
22	178	nutně	necessarily
22	178	oblékání [n]	dress-up
22	178	opravdový	realpovést* se, povede succeed, it‘ll succeed
22	178	praní [n]	washing
22	178	praxe [f]	experience
22	178	rekreace [f]	recreation
22	178	schovávat	hide
22	178	směna [f]	shift
22	178	spolupráce [f]	cooperation
22	178	školka [f]	preschool
22	178	teambuildingový	team building
22	178	vaření [n]	cooking
22	178	využít*, využiju pf.	take advantage
22	178	vzdělání [n]	education
22	178	zkracovat	shorten
22	178	znalost [f]	knowledge
22	179	android [mi]	android
22	179	certifikát [mi]	certificate
22	179	dotovaný	subsidizedDPH, daň z přidané
22	179	dynamický	dynamic
22	179	efektivní	effective
22	179	ekonomický	economic, economical
22	179	finanční	financial
22	179	flexibilita [f]	flexibility
22	179	flexibilní	flexible
22	179	hodnota [f]	value
22	179	chování [n]	manners
22	179	informační	information
22	179	kandidát, kandidátka [ma]	candidate
22	179	kolektiv [mi]	team
22	179	kontaktovat	contact
22	179	legislativa [f]	legislation
22	179	lektor, lektorka [ma]	instructor
22	179	logický	logical
22	179	metodický	methodology
22	179	motivační dopis	letter of application
22	179	myšlení [n]	thinking
22	179	občasný	occasional
22	179	oblast [f]	area
22	179	obor [mi]	field
22	179	ohodnocení [n]	valuation
22	179	ochota [f]	willingness
22	179	pedagogický	pedagogical
22	179	perspektivní	perspective
22	179	platový	salary
22	179	požadovat	request
22	179	probíhat	take place
22	179	profesionální	professionalprogramátor,
22	179	prostředí [n]	environment
22	179	pružný	flexible
22	179	přidaný	added
22	179	rámec [mi]	framework
22	179	realizace [f]	realization, implementation
22	179	samostatnost [f]	autonomy, independence
22	179	součást [f]	part
22	179	stáž [f]	internship
22	179	stravování [n]	catering, food
22	179	středoškolský	secondary (school)
22	179	trpělivost [f]	patience
22	179	účast [f]	participation
22	179	účetnictví [n]	accounting
22	179	unie [f]	union
22	179	úroveň [f]	level
22	179	výhoda [f]	advantage
22	179	vysokoškolský	academic
22	179	výuka [f]	teaching, instruction
22	179	vývoj [mi]	development
22	179	vývojový	developmental
22	179	vzdělávání [n]	education
22	179	zahraniční	foreign
22	179	zaměstnanecký	employment
22	179	zaslat*, zašlu pf.	send
22	179	zodpovědnost [f]	responsibility
22	179	zpracování [n]	processing
22	180	absolvovat	graduate
22	180	analytik, analytička [ma]	analyst
22	180	asistent, asistentka [ma]	assistant
22	180	badminton [mi]	badminton
22	180	fakturant, fakturantka [ma]	biller
22	180	fakulta [f]	faculty
22	180	finance only pl.	finance
22	180	gymnázium [n]	secondary school
22	180	podnikový	corporate
22	180	středoevropský	Central European
22	181	dovolovat	allow
22	181	komentovat pf.+impf.	comment
22	181	monotónní	monotonous
22	181	nízký	low
22	181	občanství [n]	citizenship
22	181	orientace [f]	orientation
22	181	perfektně	perfectlypersonalista,
22	181	posadit se	sit down
22	181	přiznat pf.	admit
22	181	sebekritický	self-critical
22	181	sexuální	sexual
22	181	šátek [mi]	scarf
22	181	trpělivý	patient
22	181	upřímně	honestly
22	181	zrovna	just
22	181	zvládnout*, zvládnu pf.	handle
22	182	tvrdit	claim
22	182	vulgárně	vulgarly
22	182	výborně	great
22	182	zapnutý	switched on
22	182	žvýkačka [f]	gum
22	182	žvýkat	chew
22	183	analýza [f]	analysis
22	183	faktura [f]	invoice
22	183	minule	last timepodepsat* se, podepíšu sign
22	183	přepsat*, přepíšu pf.	write again
22	183	rozhovor [mi]	interview
22	183	splést* se, spletu se pf.	make a mistake
22	183	zboží [n]	goods
23	185	bitva [f]	battle
23	185	bojový	fighting
23	185	církev [f]	church
23	185	císař, císařovna [ma]	emperor
23	185	čelo (v čele) [n]	forhead (in the lead)
23	185	disident, disidentka [ma]	dissident
23	185	divadelní	theatredozvědět se, dozvím learn, find out
23	185	fiktivní	fictional
23	185	filozof, filozofka [ma]	philosopher
23	185	filozofický	philosophical
23	185	finále [n]	finals
23	185	hlasovat	vote
23	185	hrdina, hrdinka [ma]	hero
23	185	hudební	music, musical
23	185	humor [mi]	humor
23	185	husita [ma]	husita
23	185	iniciovat	initiate
23	185	katedrála [f]	cathedral
23	185	komunismus [mi]	communism
23	185	lingvista, lingvistka [ma]	linguist
23	185	málem	almost
23	185	memorovat	memorize
23	185	minulost [f]	past
23	185	osobnost [f]	personality
23	185	pedagog, pedagožka [ma]	educator
23	185	proces [mi]	process
23	185	prohrát*, prohraju pf.	lose
23	185	reforma [f]	reform
23	185	rozdělení [n]	splitrozhodnu se pf.
23	185	římský	Roman
23	185	sametový	velvet
23	185	smysl [mi]	sense
23	185	soutěž [f]	competition
23	185	svatý	holy
23	185	taktika [f]	tactics
23	185	televizní	TV
23	185	titul [mi]	title
23	185	typicky	typically
23	185	vedení [n]	leadership
23	185	vězení [n]	prison
23	185	volit	vote
23	185	však	however
23	185	vůdce, vůdkyně [ma]	leader
23	185	vybírat	select
23	185	vytvořit pf.	create
23	185	zajímavě	interestingly
23	185	získat pf.	get
23	185	zvolit pf.	choose
23	185	živě	live
23	186	díl [mi]	part
23	186	nesmírně	extremely
23	186	skála	rock
23	187	autor, autorka [ma]	author
23	187	baletní	ballet
23	187	básník, básnířka [ma]	poet
23	187	cestovatel, cestovatelka [ma]	traveler“science” about Cimrman
23	187	citát [mi]	quote
23	187	dětství [n]	childhood
23	187	dílo [n]	works
23	187	disk [mi]	disc
23	187	doporučeně	by registered mail
23	187	dvoudílný	two-piece
23	187	génius [ma]	genius
23	187	hláška coll. [f]	quote
23	187	hudebník, hudebnice [ma]	musician
23	187	každopádně	anyway
23	187	kriminalistický	forensic
23	187	loutkový	puppet
23	187	melodie [f]	melody
23	187	neboli	or
23	187	odkaz [mi]	link
23	187	opereta [f]	operetta
23	187	panamský	Panamian
23	187	Paraguay [f]	Paraguay
23	187	plavky only pl.	swimwear
23	187	polský	Polish
23	187	porotce, porotkyně [ma]	juror
23	187	průplav [mi]	canal
23	187	rakouský	Austrian
23	187	reakce [f]	response
23	187	reálný	real
23	187	ruský	Russian
23	187	scénárista, scénáristka [ma]	screenwriter
23	187	sedmihodinový	seven-hour
23	187	skutečnost [f]	fact
23	187	složit pf.	compose
23	187	stejnojmenný	of the same name
23	187	suezský	Suez
23	187	světový	global
23	187	údajně	allegedly
23	187	univerzální	universal
23	187	válka [f]	war
23	187	věda [f]	science
23	187	vymyšlený	fictional
23	187	vynálezce, vynálezkyně [ma]	inventor
23	187	výroba [f]	production
23	187	žárovka [f]	light bulb
23	188	holit se	shave
23	188	kulturní	cultural
23	188	národní	national
23	188	oblékat se	get dressed
23	188	obličej [mi]	face
23	188	přehánět	overdopřevléknout* se, převléknu se pf.change clothes
23	188	sledovat	watch
23	188	superstar [f]	superstar
23	189	architektura [f]	architecture
23	189	báseň [f]	poem
23	189	houba [f]	mushroom
23	189	idyla [f]	idyll
23	189	jazzový	jazz
23	189	jeviště [n]	stage
23	189	klid [mi]	peace
23	189	letní	summer
23	189	nástroj [mi]	instrument
23	189	orchestr [mi]	orchestra
23	189	předplatné [n]	subscription
23	189	představení [n]	performance
23	189	režie [f]	directed by
23	189	režírovat	direct
23	189	sbor [mi]	choir
23	189	scénář [mi]	screenplay
23	189	socha [f]	statue
23	189	sochař, sochařka [ma]	sculptor
23	189	umělec, umělkyně [ma]	artist
23	189	velkoměsto [n]	city
23	189	výtvarné umění	visual arts
23	189	znít	sound
23	189	zvyklý	accustomed
23	190	akademický	academic
23	190	akrobatický	acrobatic
23	190	autokemp [mi]	camp site
23	190	cirkus [mi]	circus
23	190	dechový	brass
23	190	dobrovolný	voluntary
23	190	dovnitř	inside
23	190	historik, historička [ma]	historian
23	190	inspirovaný	inspired
23	190	jazzklub [mi]	jazz club
23	190	kapela [f]	band
23	190	klavírista, klavíristka [ma]	pianist
23	190	komentovaný	commentated
23	190	moravský	Moravian
23	190	podání [n]	presentation
23	190	princezna [f]	princess
23	190	promenádní	promenade
23	190	předprodej [mi]	presale
23	190	přesouvat	move
23	190	přinášet	bring
23	190	rybník [mi]	pond
23	190	řada [f]	1. row 2. series
23	190	sál [mi]	hall
23	190	setkání [n]	meeting
23	190	sraz [mi]	meeting
23	190	tajemství [n]	secret
23	190	tajuplný	mysterious
23	190	trumpeta [f]	trumpet
23	190	ukázka [f]	sample
23	190	večerní	evening
23	190	vernisáž [f]	opening
23	190	věž [f]	tower
23	190	violoncello [n]	cello
23	190	vítěz, vítězka [ma]	winner
23	190	vystavovat	exhibit
23	190	vždy, vždycky	always
23	191	absurdita [f]	absurdity
23	191	báječný	wonderful
23	191	čekání [n]	waiting
23	191	dívka [f]	girl
23	191	dodat pf.	add, give
23	191	dospívání [n]	adolescence
23	191	dosud	yet
23	191	důsledek [mi]	consequence
23	191	ekonomie [f]	economics
23	191	galantní	gallant
23	191	generace [f]	generation
23	191	generalizace [f]	generalization
23	191	hloubka [f]	depth
23	191	hlučný	noisycharakterizovat characterize
23	191	inspirace [f]	inspiration
23	191	jistý	sure
23	191	každodenní	daily
23	191	lehkost [f]	lightness
23	191	mnohý	many
23	191	nápaditý	imaginative
23	191	natož	let alone
23	191	nevýhoda [f]	disadvantage
23	191	odlišný	different
23	191	okamžitě	immediately
23	191	ostýchavý	shy
23	191	otevřenost [f]	openness
23	191	podstatně	substantially
23	191	potíž [f]	trouble
23	191	povinně	compulsory
23	191	pravdivost [f]	truth
23	191	próza [f]	prose
23	191	prozaik, prozaička [ma]	writer
23	191	přijmout*, přijmu pf.	accept
23	191	připadat si	feel
23	191	rovný	equal
23	191	sebevědomí [n]	self esteem
23	191	sex [mi]	sex
23	191	schopnost [f]	ability
23	191	soukromí [n]	privacy
23	191	spontánnost [f]	spontaneity
23	191	srovnání [n]	comparison
23	191	stovka [f]	hundred
23	191	strašlivý	dreadful
23	191	taxikář, taxikářka [ma]	cab driver
23	191	tehdy	at that time
23	191	typ [mi]	type
23	191	účastník, účastnice [ma]	participant
23	191	vrátný, vrátná [ma]	porter
23	191	vražda [f]	murder
23	191	vrstevník [ma]	peer
23	191	výrazný	significant
23	191	záchvat [mi]	attack, seizure
23	191	zájezd [mi]	trip
23	191	zcela	completely
23	191	zfilmovat pf.	make a movie
23	191	zlověstně	ominous
23	191	ztrácet	lose
24	193	budova [f]	building
24	193	geografický	geographic
24	193	granát [mi]	garnet, ruby
24	193	hymna [f]	anthem
24	193	klenot [mi]	gem
24	193	korunovační	coronation
24	193	království [n]	kingdom
24	193	křišťál [mi]	crystal
24	193	lípa [f]	lime tree
24	193	lipový	lime
24	193	orlice [f]	eagle (she)
24	193	parlament [mi]	parliament
24	193	sídlit	reside
24	193	stavba [f]	construction, building
24	193	vlajka [f]	flag
24	193	znak [mi]	symbol
24	194	bankovka [f]	(bank) note
24	194	boj [mi]	fight
24	194	Budvar [mi]	Budweiser
24	194	červenobílý	red and white
24	194	délka [f]	length
24	194	domov [mi]	home
24	194	fašismus [mi]	fascism
24	194	inspirovat pf.+impf.	inspire
24	194	klavírní	piano
24	194	komora [f]	chamber, storage room
24	194	křišťálový	crystal
24	194	list [mi]	leaf
24	194	mince [f]	coin
24	194	misionář, misionářka [ma]	missionary
24	194	mistr [ma]	master
24	194	náboženský	religious
24	194	píseň [f]	song
24	194	pocházet	come from
24	194	poslanecký	deputy
24	194	projednávat	discuss
24	194	příchod [mi]	arrival
24	194	reprezentovat	represent
24	194	samostatný	separate, independent
24	194	senát [mi]	senate
24	194	schvalovat	approve
24	194	sídlo [n]	registered office
24	194	slepý	blind
24	194	Slezsko [n]	Silesia
24	194	slezský	Silesian
24	194	sněmovna [f]	chamber of deputies
24	194	sousedit	neighbor
24	194	svoboda [f]	freedom
24	194	šperk [mi]	jewel
24	194	továrna [f]	factory
24	194	váza [f]	vase
24	194	vítězství [n]	victory
24	194	výkonný	executiveestablishment
24	194	zakladatel, zakladatelka [ma]	founder
24	194	zákon [mi]	law
24	194	zeměpis [mi]	geography
24	194	značka [f]	brand
24	194	zřízení [n]	establishment
24	195	barokní	baroque
24	195	gotický	Gothic
24	195	malebný	picturesque
24	195	sloup [mi]	column
24	195	synagoga [f]	synagogue
24	196	architekt, architektka [ma]	architect
24	196	baroko [n]	baroque
24	196	bizarní	bizarre
24	196	církevní	church
24	196	dekorace [f]	decoration
24	196	divák, divačka [ma]	viewer
24	196	důl [mi]	mine
24	196	funkcionalistický	functionalist
24	196	hřbitov [mi]	cemetery
24	196	kaple [f]	chapel
24	196	kost [f]	bone
24	196	kostnice [f]	ossuary, bone church
24	196	kovárna [f]	forge
24	196	kromě	besides, in addition
24	196	lidový	folk
24	196	mor [mi]	plague
24	196	ochrana [f]	protection
24	196	otáčivý	revolving
24	196	ozdoba [f]	ornament
24	196	radnice [f]	town hall
24	196	renesanční	renaissance
24	196	středověký	medieval
24	196	stříbro [n]	silver
24	196	trojice [f]	trinity
24	196	výhled [mi]	view
24	196	vyzdobit pf.	decorate
24	196	zdobený	decorated
24	198	barák coll. [mi]	house
24	198	dialekt [mi]	dialect
24	198	šalina dial. [f]	tram
24	199	basa [f]	bass
24	199	cimbál [mi]	cimbalom (dulcimer)
24	199	dařit se	do well, be well
24	199	dechovka coll. [f]	brass music, brass band
24	199	dokud	as long as…
24	199	dudy	bagpipes (only pl.)
24	199	folklórní	folklore
24	199	frajárka dial. [f]	girl
24	199	housle [f]	violin
24	199	hroznový	grape
24	199	chmel [mi]	hops
24	199	kroj [mi]	costume
24	199	mládek [ma]	brewer’s assistant
24	199	pěstovat	grow
24	199	pivovar [mi]	brewery
24	199	pivovárek dimin. [mi]	brewery
24	199	půllitr [mi]	pint
24	199	rudý	red
24	199	sklípek dimin. [mi]	(wine) cellar
24	199	sládek [ma]	brewer
24	199	sud [mi]	keg
24	199	vínečko dimin. [n]	wine
24	199	zatímco	while